user_id,review_profilename
7837,Probie
7838,Philly82785
7839,PeBelanger
7840,NoTearsInMyBeer
7841,Needsbeer
7842,Muddybuddy
7843,MillRat
7844,Locker101
7845,Lawl3ss
7846,Lambstrong
7847,Jawn
7848,JahNoth
7849,HopHog22
7850,Giggy
7851,FernMaster
7852,Edwin
7853,Duffman
7854,DrewShal9
7855,Darkmagus82
7856,Dangerous
7857,Daehpoh
7858,DHermit
7859,ChrisCage
7860,CaptCleveland
7861,Bubslang
7862,Brewtalitea
7863,Brandonator
7864,Bounty628
7865,BlaiseDemon
7866,BeerNutz324
7867,BaronVonHawkeye
7868,Apellonious
7869,Amdahl
7870,Alkey
7871,AMo
7872,ABOW
7873,5dots
7874,zapata
7875,yeastpuppet
7876,waltertrush
7877,vrushing88
7878,vividox
7879,tsmthrs
7880,tmurph24
7881,tkepx182
7882,thestuff
7883,theo871
7884,thefireman
7885,tgat
7886,streetcommander
7887,stimulus
7888,spazaru
7889,skullsplitter
7890,shodrod
7891,shamus
7892,sarahspat
7893,santomark
7894,richiedog
7895,rbennett0
7896,raym179
7897,ranger7
7898,pressman57
7899,polyester
7900,pibbxtrasucks
7901,philibum13
7902,peanutSauce
7903,peacesignmoose
7904,nmyers
7905,ningfan
7906,niknar
7907,myost88
7908,mutd8710
7909,mummbearsfan
7910,morehoppps
7911,mitchelsliwa
7912,michfan23
7913,mf2004champ
7914,mesadanboogieman
7915,mdr4669
7916,mcboi1992
7917,mattjv
7918,mancide
7919,magnus
7920,livewire78
7921,liquidnoise
7922,linusbwell
7923,ledemie
7924,kurtissellen
7925,jtstott
7926,jtpaperstacks
7927,jspooner
7928,jr0d420
7929,joshk
7930,jomo
7931,johnshuster
7932,jetpilots1
7933,jcurtis55
7934,jazer
7935,jal30
7936,imwalle
7937,ifixufly
7938,howsyournipples
7939,honkey
7940,hegelec
7941,halfwaytoheaven
7942,greenbeaner
7943,godsmoldingclay
7944,ghebb
7945,ggalex
7946,fostachild
7947,fltmedic
7948,flipshevanel
7949,fishtownhxc
7950,ef88
7951,edgeofcenter
7952,echoes
7953,ebraun
7954,drinkiusmaximus
7955,dpkpr
7956,donchata
7957,dfbvFBFBDFBDFbVb
7958,dexcool707
7959,demuzik
7960,crackerpooch
7961,comingbackdown
7962,cincycats02
7963,chewyboy
7964,charlesbyrd
7965,channelzero0
7966,cbgVT
7967,carp420
7968,cardinal25
7969,callmeclemens
7970,bryehn
7971,brobeerbot
7972,bluesfan1181
7973,birdman200
7974,beerbill
7975,bcgoldtoe
7976,b5d106
7977,appenzeller
7978,antlerwrestler19
7979,ajd912
7980,addmorehops
7981,a4tuurbo
7982,Walsar
7983,Veillantif
7984,UBERBOCK
7985,TypeSJess
7986,Turnerp561
7987,Timdean1964
7988,Thiestru
7989,TheSkollsBeer
7990,TheFeintingGoat
7991,TheDragonTony
7992,TenHi
7993,Taibiz
7994,SummitVA
7995,StoutHearted
7996,SteveP
7997,Socalz
7998,SlinkyBluefoot
7999,SkitzIrish3
8000,SiriusBock
8001,Shovelbum
8002,SMADMS
8003,SAtaMi
8004,RyanH
8005,RobbieB5555
8006,Rijtjeshuis
8007,RevereBeer
8008,Radome
8009,QuaterTill2
8010,Poppypitbull
8011,PZuke
8012,OldeEnglishD
8013,OkiDevil
8014,Mumps
8015,MondoMan
8016,MisterDeeds
8017,MiracleMets22
8018,Matthias726
8019,MaryS80
8020,Marty30
8021,Marcrates
8022,Looneybiz
8023,LayinLo
8024,Lagaffe74
8025,LSUDranker
8026,Kanyon22
8027,Jyubei
8028,JustinMann
8029,JohnnyV8312
8030,JoKo
8031,JAL67
8032,H1N1
8033,Gunruner
8034,FlyFisher2782
8035,FSU5385
8036,Espenoza
8037,DrunkPagan
8038,DaveBeers
8039,Dave412
8040,DabblinWiscCraft
8041,Ctendall
8042,Cidersurfer
8043,ChugsMugs
8044,CaptinRedBeard
8045,Boozefox
8046,BobJustBob
8047,BigSteinsEmpire
8048,Berticus
8049,Badbobx
8050,BUDZBOX
8051,Archelenon
8052,AlexDancho
8053,wvu9787
8054,willmc
8055,vegantreats
8056,tvljr
8057,torchedpunk
8058,thedrewski86
8059,tallpaullbc
8060,southsider
8061,sooperpaulie
8062,smallbatchbrewer
8063,slagle9480
8064,scia
8065,saztheorybook
8066,rtaps
8067,rpezl
8068,rmckay09
8069,rambojr03
8070,quikfish13
8071,quad07
8072,porcelli426
8073,pjcummings
8074,pegtheamazing
8075,patrick16o
8076,outdoorbrewer
8077,nrmiller
8078,n0rmann
8079,mstyne
8080,msjacilynn
8081,mgp2675
8082,mccarltone
8083,lonestar4lunch
8084,kajerm
8085,jpmclaug
8086,jlruthven84
8087,jglenn49
8088,jdflyer06
8089,jakdracula
8090,huck1081
8091,gwfrankpsu
8092,gun1now
8093,gearkraft
8094,fields336
8095,ewlarson
8096,dpm12786
8097,cyberstout
8098,cowislander
8099,cjveitch
8100,cheesepuffs
8101,chadadams44
8102,calcio360jrd
8103,bushwilliams
8104,bronxlord
8105,boneboy
8106,bolus14
8107,blacklabel67k
8108,birdyone
8109,bigchiefbc
8110,bifrojm
8111,bewley
8112,beltyrion
8113,beerznmoon
8114,axxis64
8115,artdob
8116,antique
8117,aniano
8118,americanaqualung
8119,WilliamDeFronzo
8120,VTCRAFTSALESREP
8121,UncleAddie
8122,Tundruth
8123,TrubSlinger
8124,TippySelenoid
8125,Tim460
8126,TTAmod
8127,Surefire
8128,RichieS2
8129,PuckLSHS
8130,ProudGreen89
8131,PhillyMonk
8132,Nichts
8133,Mikes360
8134,McGuire75
8135,LeRose
8136,Kkottonmouthkngz
8137,JosiahS
8138,JeTToBOyzInc
8139,Jdmpolk
8140,JamesBerry
8141,HerrKommissar
8142,GreyMorel
8143,GaryT2
8144,Flippindiscs
8145,FireEmt37
8146,Fadefury
8147,DrinkumsMcBooze
8148,DFN
8149,Cummins9110
8150,Chuggnutt
8151,Carlton1964
8152,CardinalBrewing
8153,CSquared
8154,CRichardsMN
8155,BobLuvBeer
8156,BlitzkriegHop
8157,BdubleEdubleRUN
8158,BRoberts914
8159,Ave
8160,Argion
8161,Andrew644
8162,AlsationBiere
8163,AleMonger69
8164,6stringfunk
8165,xxthepatientxx
8166,wkcyr4
8167,wardough
8168,tuo
8169,trkerrigan
8170,toycellar
8171,tgdigital
8172,surfnebr
8173,spitfire9703
8174,shawn88ob
8175,rgore
8176,oricon
8177,lookslikeabum
8178,keyserkeg
8179,jonballs
8180,jetfanzee
8181,ironarrow42
8182,imnome
8183,huntert
8184,hawksfan82
8185,groganb
8186,etenbus
8187,elliottp
8188,dionisio
8189,cs45977
8190,cosmicdebris
8191,chrisweingart
8192,chicost84
8193,bwatson
8194,bheilman
8195,a10t2
8196,Upgrayedd
8197,TrojanMan
8198,TheBlackMallard
8199,SloMoSlovak
8200,Sabby2000
8201,Mess
8202,MemStat
8203,McDiddyPop
8204,MandTbeerwench
8205,MIZZOBrew
8206,Jp7010
8207,JoeBloe
8208,JAA
8209,Grandwazoo
8210,Dogshirt
8211,Dinstbier
8212,CosmicCharlie
8213,Collegedrinker
8214,BrotherBenny
8215,BelgianAleSlut
8216,BMW328IS
8217,BACTAdam
8218,3FaveryRogue
8219,zaq37
8220,zackcg
8221,yael6666
8222,xx99mustangGTxx
8223,wrayjustin
8224,wikk3d
8225,tvv375ia
8226,tankg
8227,suedehead
8228,stoutguy23
8229,stout
8230,stalefish666
8231,slimspady
8232,skivers
8233,simmons
8234,shuv
8235,shaunpatrick
8236,seamonster
8237,russwaddell
8238,rhenning
8239,refurb
8240,psyco1
8241,porntipsguzzardo
8242,oreilly
8243,nklatt
8244,nightcrawler
8245,nicholasofcusa
8246,nastley3
8247,mheide
8248,merddyn2002
8249,mcbackus
8250,maximumsheehan
8251,leipsicbob
8252,jsed14
8253,jrc64
8254,jozols
8255,joshstevens87
8256,johntp
8257,jazzbone
8258,jamesdantes13
8259,irirshsoldier
8260,ichigodisaster
8261,guitarninja
8262,gimmedanger888
8263,gflo77
8264,findlayfan
8265,fallboyrappellin
8266,exciter
8267,essanceofcool
8268,esch
8269,escapements
8270,e036109
8271,dvs112
8272,drinksandeats
8273,dragonglen
8274,dimhof78
8275,dedalus
8276,dcrubin
8277,cmaloy
8278,centurian62
8279,browncrayon
8280,brandtr3
8281,bill93063
8282,bigaizsosexy
8283,beertownbaron
8284,beerjerk
8285,beerandwaffles
8286,beerNdarts
8287,beer272
8288,assmasterson
8289,andythejerk
8290,amw315
8291,amesfan
8292,alohaspicoli
8293,alexwag
8294,afdempse
8295,ZeroToLove
8296,Wisconsin
8297,WildMaverick1200
8298,TtheGrey
8299,Threelittlefish
8300,TheYeagermeister
8301,TCog
8302,Strages
8303,Stengah
8304,Shearwater912
8305,Romulus141
8306,Rob6852
8307,RoRoMKW
8308,Ragedman
8309,Peleador77
8310,OLaw
8311,NBake
8312,MorningBeer
8313,MisterE
8314,Mechphisto
8315,ManicD
8316,Macdoyal
8317,MLegendre
8318,KingEdward
8319,Jfo1987
8320,JKrout
8321,JDew
8322,GirlInRed
8323,Gedackt16
8324,GParr
8325,FrankenBeerStein
8326,Ehlonya
8327,EMedic87
8328,DrummerDan
8329,ChappyBrew
8330,CarlP2
8331,CanisFirebrand
8332,BreworFerment
8333,Borgs
8334,Beerbuddy55
8335,BeerMeInMS
8336,BassPlayer82
8337,AlFromBayShore
8338,Ackman
8339,yakasmitsen
8340,wolf26
8341,will4240
8342,wbickerton
8343,vtisme
8344,vermeu25
8345,vader
8346,usualpulp
8347,uabigdaz
8348,tweek87
8349,turfmgr
8350,tkelley
8351,tetu
8352,techfed87
8353,superswing123
8354,subie1011
8355,stryker512
8356,steeler
8357,slowbie
8358,sirxtasy
8359,simonjohansson
8360,sid606licious
8361,shwhat
8362,setexascustoms
8363,seewitheyesshut
8364,scubahood
8365,schofunk
8366,samadams86
8367,rugirl4u
8368,rslomin
8369,rrob311
8370,robnews
8371,rdpoint
8372,rab53
8373,posshogg58
8374,pavandal
8375,papsdatank
8376,paleale40oz
8377,omar
8378,nullforge
8379,nosbocaj
8380,niangelo
8381,nfr5069
8382,nezelrac
8383,nbayma
8384,morc
8385,mnjeff
8386,mc1775
8387,mbutter1997
8388,mattgert
8389,masstransplant
8390,lwillitz
8391,luc2057
8392,levir08
8393,letsgoblue89
8394,les1721
8395,lamergod
8396,knox07
8397,klaybie
8398,kilustration
8399,k374
8400,jtell
8401,jrehmert
8402,jps40
8403,joesc230
8404,jikvig
8405,jeffbrister
8406,jeffaz02t
8407,jbartlett89
8408,jake87
8409,jajablon
8410,indeed
8411,hopquaffer
8412,hophead1901
8413,hokies1999
8414,hockeyhead
8415,hefe300
8416,h00dak
8417,grhm
8418,grannun
8419,gerite
8420,gargonz
8421,gameat10
8422,fretspyder68
8423,fatherbeer427
8424,eztommyd
8425,exuma11
8426,evantwomey
8427,euro6er
8428,enigmattic122
8429,elbowone
8430,ekpyrotic
8431,dwc93086
8432,dual1246
8433,dteal1
8434,drunkensailor
8435,dpasotti
8436,doconnell46
8437,dmbgator
8438,djaeon
8439,dhannes
8440,dfunkadillio
8441,demitriustown
8442,dcxxray
8443,davidfoley
8444,darkbeerlover89
8445,danneckar
8446,daaowee
8447,cybermecium
8448,cwcolby74
8449,crawfow
8450,cowboy9from0hell
8451,comeongethoppy
8452,codhole
8453,cmiller1l66
8454,chiapete
8455,cekgriffith
8456,calebmills
8457,bubrewer
8458,broom420
8459,brett1989h
8460,boynabubble
8461,bigwoody117
8462,bigshawn87
8463,benj9
8464,benhemp
8465,beerlover3692
8466,beerhawk
8467,beerguztom
8468,beeraboo
8469,beckerboots
8470,bbqwings
8471,b33rb3lly
8472,avaccani
8473,asnider
8474,anthonyvolpe
8475,annatar
8476,anglagard1
8477,alexAK
8478,aledrinker26
8479,alcurtsinger
8480,adowney523
8481,Zaccone
8482,WildTurkey
8483,WickedSluggy
8484,Webby64
8485,Vito
8486,VictorEHuskie
8487,UpNorthLager
8488,Tick
8489,TheRexter
8490,TheMightyGUEST
8491,TempeBeerMan
8492,Sushi
8493,SteveDavies
8494,Stavage
8495,Snaggy
8496,Skidud313
8497,Sheva
8498,Schwarz
8499,Saunapoika
8500,Samadamsfan2
8501,SAxDRC5
8502,S7R4nG3
8503,Roke87
8504,Ricjaywhit
8505,PsychoJedi
8506,ProfessorHomer
8507,PistolCreep
8508,Pete0403
8509,OldRaysputin
8510,OhYesILoveBeer
8511,Nobody420
8512,MrE
8513,MrDonQuixote
8514,Moontang
8515,Metallix6403
8516,McThirsty
8517,Maltoftheearth
8518,Majestic
8519,Madmax99
8520,LeathChuinn
8521,LAWDAWG
8522,KrupaTroopa
8523,KingDarkLord
8524,KJay1408
8525,JxDuff
8526,Jonte
8527,Joneyee
8528,JimsArcade
8529,Jessearellano
8530,JerseyKirk
8531,JT2875
8532,JMB22
8533,Irishchick22
8534,Illini5596
8535,IchabodcraneIpa
8536,IceEyes
8537,HopHead29
8538,Holyterror
8539,HeavyG
8540,HeadwatersFinest
8541,Hatch
8542,HarleyGirl
8543,GuinNess86
8544,GrillMeister
8545,FrankieLovesAle
8546,Fluffy88
8547,Floyd12
8548,Finster
8549,FRANKCROUSE
8550,EwaldEichstaett
8551,EmperorBevis
8552,EkimGram
8553,Eirerate
8554,Dzugashvili
8555,DudleyRose
8556,DollarCan
8557,Deingeist
8558,DavidLindley
8559,DarkBeerRuler
8560,CuseItUp
8561,Cunningham26
8562,CoronaADAMS
8563,CorbinB
8564,ComradeCanadia
8565,ChristianBlack
8566,Celtics76
8567,CNeilP09
8568,CJD
8569,Buckeyes67
8570,Broombrew
8571,BlueRibbonBeer
8572,Bitterman
8573,Bionic
8574,Bigfatbino
8575,Bigboyash73
8576,BigD1972
8577,Bierschenker
8578,BenjieK
8579,BeerandBeer
8580,BeerShark
8581,BeerDreadz
8582,BaronRogue
8583,Bang34
8584,Ardon
8585,ArcTeryx
8586,Aphexwolf
8587,AnonWut
8588,AnPiobaire
8589,AleEvangelist
8590,AgentDark
8591,Acho
8592,Aaronius
8593,7thInningSuds
8594,whendeathsleeps
8595,soulfly1492
8596,qwert59
8597,pal123
8598,pacond
8599,optimistictour
8600,mytireisfat
8601,maxpacemph
8602,mangledorf
8603,kwm13
8604,jmvcjd08
8605,jjh19
8606,jgoconnell
8607,ispjsk83
8608,introvertedone
8609,imperialstout27
8610,hypnolobster
8611,hike20
8612,gonger
8613,femmebiere
8614,etaggie09
8615,elguapo47
8616,dlello2
8617,dedrick
8618,crass751
8619,cjoc83
8620,carps12
8621,capnbob
8622,broozer81
8623,bobinverted
8624,bgebhards
8625,bensamann
8626,atlthrashers2x
8627,anexetastos
8628,alehead87
8629,aaronbeach69
8630,SimpleM
8631,PubliusII
8632,PiecesOfFlare
8633,PappinAce
8634,Nubster
8635,MrBen
8636,McHall
8637,Kicksmile67
8638,Insomnicat
8639,HopGoblin
8640,HerculesRM
8641,FuzzyBooze
8642,FattyJLE
8643,Ebola
8644,DevilKeg
8645,Blindfolk
8646,BeerBoss
8647,2KHokie
8648,trekbiker3000
8649,texashammer
8650,tang3nt
8651,strattor
8652,ssam
8653,spoons
8654,spike88
8655,sourdoughsteve
8656,ocmpoma
8657,mrmojoe
8658,luketerlaak
8659,leadguit1
8660,joshlara
8661,frikker
8662,evilbeefchan
8663,electrified
8664,dylanrossi
8665,drew37
8666,djmincer
8667,chadu
8668,chadlebald
8669,cdViking
8670,YukataNinja
8671,Tubesox
8672,Sylf
8673,RedandWhiteGold
8674,Pardishcreel
8675,OliverTweek
8676,NascarJDS
8677,MurtJP
8678,LeMoose
8679,Jimbo07
8680,EmergingZymurgy
8681,EMV
8682,CpnYates
8683,CalhounJohn
8684,BilbosNuts
8685,yusef
8686,yoko
8687,wschumac
8688,wgarton
8689,vidisad
8690,timdog44
8691,tanousa
8692,surfer4life
8693,stbfan
8694,smudgewhat
8695,slvrmon82
8696,scratchchance
8697,schrist275
8698,ruinsx
8699,rrwiltse
8700,robertp1024
8701,postalroger
8702,pnwclimber
8703,plarson
8704,olympicgatorade
8705,nickp33
8706,n811
8707,mrbrewer
8708,motleybrew
8709,morseehj86
8710,mheckman
8711,mhatters
8712,mcd333
8713,mbudner
8714,littlesgtpepper
8715,littleg
8716,lawrence76
8717,kms910
8718,kamiller
8719,jorjoria
8720,jeremy93
8721,jealousmonk
8722,jahred
8723,inman66
8724,ikantspel
8725,ib7jhurley
8726,iDrinknewglarus
8727,greatkindness
8728,geographie
8729,genitempo
8730,frequentgear
8731,fatherofgirls
8732,fandgale
8733,dthomase
8734,dorianmarley
8735,diamonddave
8736,delevy16
8737,deadbody
8738,dball
8739,cwguy5
8740,colefsuwr
8741,codewarrior
8742,carpezytha
8743,bubtronic
8744,brouwer
8745,bristerboy
8746,brewer27513
8747,bobapfel
8748,blackandtanman
8749,benimator
8750,beersteak
8751,bator22
8752,badmoon
8753,atowle25
8754,astrasday
8755,andyfrancis
8756,allanplaysguitar
8757,alejandrostyle
8758,Yetiman420
8759,TheLVBeerGuy
8760,TheJudge
8761,SudNut
8762,Solomon420
8763,Solafide
8764,SirRuss
8765,Silenus
8766,Shibbykaiyai
8767,Samdaddy
8768,RustythePelican
8769,RThomas436
8770,Preismj
8771,PhillyHopMonster
8772,PCampbell
8773,OldIronLungs
8774,NolanGTI
8775,NoLite
8776,Mozz74
8777,MenloBeer
8778,MammothBrew
8779,MBABJJ
8780,Kevuas
8781,JayDub
8782,JayAre46
8783,HoundDog
8784,GrandmaCrouton
8785,GORDONSWALTHAM
8786,GBbrew
8787,Erocky12
8788,Dripdry
8789,DJHombre
8790,Cubaneagle
8791,BlastBeats
8792,BigTone
8793,Bentley
8794,BeerDetective
8795,ynnpar
8796,willPS21
8797,wertperch
8798,vikingmike
8799,snowranger05
8800,shertzogovina
8801,sensorglitch
8802,seanpachefddfa
8803,scottwestphall
8804,ryejo
8805,rudolphjacksonm
8806,rka758
8807,rinhaak
8808,rel
8809,qcitydarkstar
8810,punkindrublic50
8811,paperbackfoster
8812,organicbrewer
8813,novajeepfreak
8814,norwichboy
8815,mojo437
8816,mmager
8817,mcbiydw2
8818,marquinoftroy
8819,lokiikol
8820,localone703
8821,lakersfan16
8822,ksullnh
8823,khagglund
8824,kershner23
8825,jpoder
8826,jfmorey
8827,jfdean
8828,hopsgirl35
8829,hopking311
8830,gabemasiulis
8831,friendofthedevil
8832,einar85
8833,dyoung3
8834,descartes
8835,dan4th
8836,crewfan16
8837,cosmo4u
8838,codyw
8839,brianh78
8840,bkrueger
8841,bikerboy
8842,bearsxco
8843,angus13
8844,amatuerbeerguy
8845,alus
8846,YumYumGumGum
8847,Xul
8848,Wowcoolman
8849,Twerknasty
8850,TWhjite
8851,Stew41
8852,Snyder18
8853,SingleCell
8854,Simkin1
8855,Ruds
8856,Reinheitsgebot71
8857,Porterholic
8858,Pepeton
8859,NyackNicky
8860,Myk
8861,MrThursday
8862,Metuo
8863,Lenny2884
8864,LeffeHanded
8865,Jettanbass9
8866,Hypersomnia
8867,Fortheluv
8868,DouglasPerron
8869,Doodler
8870,Dobby
8871,Diagoras
8872,DeltaBrain
8873,DUBinMIA
8874,ChristianBonde
8875,Chambic
8876,CaptainPiret
8877,Calico
8878,BrewSomerville
8879,AndrewNations
8880,Amsterdam
8881,AlfaMale
8882,ALX
8883,1000Bottles
8884,yamar68
8885,wheatbeerstyle
8886,weizendoc
8887,videofrog
8888,veachster
8889,ufoisgood
8890,toytan
8891,ticklechicken
8892,tacubaya
8893,t3hcho53non3
8894,sweetwaterman
8895,swede96
8896,spoon239
8897,sofingraw
8898,sigurdurarnor
8899,shutter
8900,searsclone
8901,schmidtn
8902,santa109
8903,sanjosey19
8904,sachsich
8905,robertjbell
8906,robbtjones68
8907,pirate252
8908,phishsihq
8909,patra7
8910,nosurrender23
8911,new200guy
8912,ncmussell
8913,mvmalesci
8914,mfkr
8915,mavesba
8916,marcellaproust
8917,mandarin
8918,lovesweatbeers
8919,krunchie
8920,krendelfish
8921,kpwill07
8922,kheldar
8923,kRaa
8924,jxhill
8925,jwebster412
8926,justin7742
8927,johnfurbock
8928,jkgraham
8929,jdoolin
8930,jboucher
8931,jayjay1976
8932,jack11c
8933,inbeertruth
8934,imperium11
8935,hopfiend666
8936,headlessparrot
8937,headlessbob
8938,hammer09
8939,gnoff
8940,gigi112086
8941,fredferrell
8942,fishean
8943,fenwaybeer
8944,fattychubs
8945,etherashe
8946,elinash
8947,dsprainman
8948,dropkick2356
8949,djcrean
8950,dingo
8951,dbek
8952,crnipeter
8953,chrisms86
8954,chefzach
8955,chadjulius
8956,canolte42
8957,brueger
8958,brewerb223
8959,bonezx86
8960,bochi23
8961,blatherbeard
8962,birkhouse
8963,barrenbane
8964,awatkins54
8965,auroraborealis
8966,arbrinkman
8967,anders36
8968,alittlehazy
8969,Wegbier
8970,Vandilioff
8971,UGADawgGuy
8972,TommyBuckeye
8973,TimC
8974,ThirstyBoy
8975,ThirdGen
8976,TRICKYD1CK
8977,TCFA1
8978,SmokeMonkey
8979,SkaRocker31
8980,SingleFin1969
8981,Shuppiluliumas
8982,Shuffledaddy
8983,SchaefMan
8984,SERENGETI
8985,QuestionableScum
8986,PedanticBrewing
8987,Ochsenblut
8988,MichaelGreene
8989,MEsoJD
8990,LuxBuddy
8991,Lexicon
8992,LadyGisellys
8993,Kevin400
8994,JoshJ
8995,Jorex
8996,JDH2000
8997,Intrinsic
8998,GurneySausage
8999,Faune
9000,ElHefeweizen
9001,ELN
9002,EAlex
9003,DerKaiser
9004,DKMonroe
9005,Chops
9006,Caesar024
9007,Budking
9008,BryantTheOgre
9009,BrewedInHeaven
9010,Bravo4
9011,Boohausen
9012,Bolonya
9013,BigBarley
9014,Berecki
9015,Beeronious07
9016,BeerApostle
9017,BavarianTex
9018,Aquavit
9019,Alewife
9020,Ahoyhoyindeed
9021,Aconnoisseur
9022,AccidentalKate
9023,AEArider
9024,973423.0
9025,24Beer92
9026,viperpiper522
9027,uawildcat
9028,tealeaf
9029,sparta2325
9030,robert7072
9031,oxnard111
9032,montecristo2
9033,mikegreen138
9034,litheum94
9035,jnevescox
9036,fenris6644
9037,dmcbeerington
9038,di5co5teve
9039,dermot
9040,bitterthebetter
9041,altadenabrou
9042,Vansmack
9043,USCTrojanBrian
9044,SteelerChris
9045,MattThomas
9046,KingPuuChuu
9047,JerseyJim
9048,JBmadera
9049,Dlish
9050,Daementia
9051,Brewermeister
9052,BrewDrinkRepeat
9053,Beezee
9054,Allpe45
9055,zirb
9056,xoqx
9057,wo87810
9058,werbeor
9059,trecker
9060,tommaco
9061,soco7tyx7
9062,soccerman7
9063,slc129
9064,seedee17
9065,seaweed
9066,sadie23
9067,russellaaron69
9068,rkrisstewart
9069,rawfish
9070,rand
9071,radioscooter
9072,quaybr
9073,paranoiajack
9074,papabogen
9075,opus111
9076,ohFace
9077,nightwing002
9078,mrgrandefromage
9079,mikul93
9080,mikecharley
9081,mickmantle
9082,mcbarry77
9083,maltlikker
9084,maltedmilk
9085,lifeboyq
9086,liabobia
9087,laintringulis
9088,kindacold
9089,kbm
9090,jkwikkel
9091,jimmaay
9092,jhicks12
9093,jeremy2027
9094,jdcomposer
9095,jbakajust1
9096,jayt206
9097,jamesmbirchnyc
9098,hmph
9099,hitokiri
9100,hickmancase
9101,hchinaski
9102,granola82
9103,godless1one
9104,garcia2a
9105,frenchtoast1982
9106,erp2
9107,ericsdawson
9108,ejacques
9109,edwardeckel
9110,digitalczech
9111,decafron
9112,ddtprm
9113,copyguyadam
9114,cgdogg
9115,celticfutblclub
9116,bryanbrick
9117,brewandstew
9118,boulderaz78
9119,bigbeerbrett
9120,beerstallion
9121,beerg0ggles
9122,beereality
9123,barronkr
9124,baldben
9125,avvs
9126,anneseg
9127,alexipa
9128,alephilmac
9129,adamparker05
9130,TonyReaves
9131,ThreeDollarDewey
9132,TheHungryHiker
9133,Tabni
9134,TATTORSO
9135,Spiri7
9136,Slasa
9137,Schmit
9138,RyeIPA
9139,RichRobb27
9140,Reswald
9141,RFModeler
9142,OSUBeerStudent
9143,Newglarusguy
9144,MuddyMcGinny
9145,MoustacheHero
9146,Mosley1212
9147,MookieMoo
9148,Minotaur
9149,Mati
9150,Manoftyr
9151,LeeMarvin
9152,Ladybugger
9153,Kuromaru
9154,KingFarm
9155,Kelly88
9156,Jaynuze
9157,HoptimusPrimeIPA
9158,HoppyInfidel
9159,Herodotus
9160,Heatwave33
9161,Haufniensis
9162,GeoffM
9163,EvilGnome6
9164,EtJ
9165,DoubleDIPA
9166,DanaBeerMaster
9167,Dan3279
9168,Coplains
9169,Braseltonage
9170,BourbonDork
9171,Big78CJ
9172,Beer21
9173,BeckyFreesTibet
9174,Armstrongm
9175,Another6Pack
9176,AndrewCrestline
9177,77suburban
9178,1Adam12
9179,mymrnngjckt
9180,Sgolenbo
9181,Dokatz
9182,zjungleist
9183,zebco
9184,witflee
9185,valgalder
9186,tjwarren
9187,timtwoface
9188,templar316
9189,svraines
9190,surcorx
9191,sniper061
9192,shamrock7
9193,sd2sfbeer
9194,ryalmighty1
9195,r4ballar
9196,porter17
9197,perryw
9198,mountaineer99
9199,monoXcide
9200,moester13
9201,mistygoblin
9202,lumikuuro
9203,ltjska04
9204,largecar73
9205,lakeviewmike
9206,kensuthe
9207,jpr022
9208,jmpizzo
9209,gjoker321
9210,gavinstoub
9211,galante27
9212,fbone
9213,engineeringpunk
9214,eckerrob
9215,ebit
9216,dustinTN
9217,doctortau
9218,cbill
9219,casetlc
9220,capsule33
9221,bsuedekum
9222,bierenutz
9223,Zash
9224,XxBeerIsBestxX
9225,WonderWoman
9226,VerbingNouns
9227,TerrenceOBrien
9228,Taze
9229,Seanont
9230,SaintPeter
9231,RudyDawg
9232,Reneejane
9233,ReDNeCk98
9234,Rchap1
9235,MickGoBrach
9236,Loftarasa
9237,KansasNate
9238,JimmyK77
9239,Impsonsay
9240,HumuloneRed
9241,HomerSimpson742
9242,EskimoDave
9243,Dusty8807
9244,DeeMented
9245,Cindirene
9246,Bustin
9247,Bumpon10s
9248,Brumbybeerman
9249,BlackRob
9250,Bkuz
9251,Bills453
9252,Bellabananas
9253,AdvocateFan
9254,67cuda
9255,znarf
9256,yax75
9257,voteforgoat
9258,theSaj
9259,terryeckmeier
9260,stewfnrocker
9261,stdavid
9262,sim0n17
9263,scottchesterhall
9264,scalffd
9265,rjplumer
9266,pookiejn00
9267,plexiprs
9268,omi666
9269,nyabinghi
9270,nitroterrance
9271,mysteriouspants
9272,murphyl
9273,mmmramen
9274,mbboc15
9275,maxk
9276,manko99
9277,m3shuggah
9278,longbongsilver
9279,knoxtennessee
9280,jseekamp84
9281,jlb502
9282,iamtyler
9283,grdahl
9284,goodbyesoberday
9285,gh02t
9286,ggourde
9287,feedsasquatch
9288,dieselmilk
9289,dciskey
9290,cyrock1
9291,cwocasio
9292,cro250klr
9293,chriscolby
9294,biergeniesser
9295,badmandy
9296,aslanskeep76
9297,ascrivens
9298,ant5431
9299,absolUtmagnitUd
9300,TinPigeon
9301,TacoSaladin
9302,TableTopJoe
9303,StrictlyStout
9304,Stoutdude
9305,Signal61
9306,SeussMD
9307,RicardoPino
9308,RedBiddy
9309,Raven3464
9310,PorterHall
9311,NRa4ever
9312,MissOrch
9313,MentorBeerGuy
9314,MassDriver
9315,MS2k
9316,Jekster
9317,IrishRacer
9318,Envious
9319,DPuro329
9320,CreamyStoutMan
9321,ConsumerWhore
9322,Chyren
9323,ChefSchipull
9324,Bond
9325,ArcadeArson
9326,AbitaOnTap
9327,92jAKe47FS
9328,wfcoyne
9329,mjfisher
9330,jalet
9331,evilbunnee
9332,e11a627
9333,beragg
9334,YavapaiBob
9335,UHRedCat
9336,Redteketed
9337,NicholasCasber
